'Time','ECG'
'[09:20:06.867]',-0.085
'[09:20:06.875]',-0.085
'[09:20:06.883]',-0.095
'[09:20:06.891]',-0.105
'[09:20:06.898]',-0.105
'[09:20:06.906]',-0.095
'[09:20:06.914]',-0.115
'[09:20:06.922]',-0.115
'[09:20:06.930]',-0.115
'[09:20:06.938]',-0.095
'[09:20:06.945]',-0.095
'[09:20:06.953]',-0.105
'[09:20:06.961]',-0.105
'[09:20:06.969]',-0.105
'[09:20:06.977]',-0.075
'[09:20:06.984]',-0.075
'[09:20:06.992]',-0.075
'[09:20:07.000]',-0.055
'[09:20:07.008]',-0.065
'[09:20:07.016]',-0.065
'[09:20:07.023]',-0.065
'[09:20:07.031]',-0.075
'[09:20:07.039]',-0.055
'[09:20:07.047]',-0.065
'[09:20:07.055]',-0.065
'[09:20:07.063]',-0.055
'[09:20:07.070]',-0.075
'[09:20:07.078]',-0.095
'[09:20:07.086]',-0.085
'[09:20:07.094]',-0.105
'[09:20:07.102]',-0.085
'[09:20:07.109]',-0.105
'[09:20:07.117]',-0.095
'[09:20:07.125]',-0.085
'[09:20:07.133]',-0.105
'[09:20:07.141]',-0.105
'[09:20:07.148]',-0.095
'[09:20:07.156]',-0.095
'[09:20:07.164]',-0.025
'[09:20:07.172]',0.005
'[09:20:07.180]',0.005
'[09:20:07.188]',0.035
'[09:20:07.195]',0.045
'[09:20:07.203]',0.105
'[09:20:07.211]',0.075
'[09:20:07.219]',0.025
'[09:20:07.227]',0.015
'[09:20:07.234]',-0.055
'[09:20:07.242]',-0.115
'[09:20:07.250]',-0.105
'[09:20:07.258]',-0.155
'[09:20:07.266]',-0.155
'[09:20:07.273]',-0.135
'[09:20:07.281]',-0.135
'[09:20:07.289]',-0.205
'[09:20:07.297]',0.185
'[09:20:07.305]',1.015
'[09:20:07.313]',1.925
'[09:20:07.320]',2.455
'[09:20:07.328]',1.355
'[09:20:07.336]',-0.435
'[09:20:07.344]',-0.925
'[09:20:07.352]',-0.665
'[09:20:07.359]',-0.425
'[09:20:07.367]',-0.295
'[09:20:07.375]',-0.245
'[09:20:07.383]',-0.255
'[09:20:07.391]',-0.265
'[09:20:07.398]',-0.255
'[09:20:07.406]',-0.235
'[09:20:07.414]',-0.255
'[09:20:07.422]',-0.245
'[09:20:07.430]',-0.235
'[09:20:07.438]',-0.225
'[09:20:07.445]',-0.225
'[09:20:07.453]',-0.215
'[09:20:07.461]',-0.215
'[09:20:07.469]',-0.205
'[09:20:07.477]',-0.205
'[09:20:07.484]',-0.205
'[09:20:07.492]',-0.185
'[09:20:07.500]',-0.165
'[09:20:07.508]',-0.165
'[09:20:07.516]',-0.155
'[09:20:07.523]',-0.155
'[09:20:07.531]',-0.155
'[09:20:07.539]',-0.145
'[09:20:07.547]',-0.135
'[09:20:07.555]',-0.145
'[09:20:07.563]',-0.125
'[09:20:07.570]',-0.135
'[09:20:07.578]',-0.125
'[09:20:07.586]',-0.095
'[09:20:07.594]',-0.085
'[09:20:07.602]',-0.075
'[09:20:07.609]',-0.085
'[09:20:07.617]',-0.085
'[09:20:07.625]',-0.075
'[09:20:07.633]',-0.095
'[09:20:07.641]',-0.105
'[09:20:07.648]',-0.105
'[09:20:07.656]',-0.125
'[09:20:07.664]',-0.115
'[09:20:07.672]',-0.105
'[09:20:07.680]',-0.115
'[09:20:07.688]',-0.105
'[09:20:07.695]',-0.105
'[09:20:07.703]',-0.105
'[09:20:07.711]',-0.095
'[09:20:07.719]',-0.105
'[09:20:07.727]',-0.095
'[09:20:07.734]',-0.085
'[09:20:07.742]',-0.085
'[09:20:07.750]',-0.065
'[09:20:07.758]',-0.065
'[09:20:07.766]',-0.075
'[09:20:07.773]',-0.055
'[09:20:07.781]',-0.065
'[09:20:07.789]',-0.055
'[09:20:07.797]',-0.055
'[09:20:07.805]',-0.055
'[09:20:07.813]',-0.055
'[09:20:07.820]',-0.055
'[09:20:07.828]',-0.075
'[09:20:07.836]',-0.065
'[09:20:07.844]',-0.085
'[09:20:07.852]',-0.075
'[09:20:07.859]',-0.075
'[09:20:07.867]',-0.075
'[09:20:07.875]',-0.075
'[09:20:07.883]',-0.065
'[09:20:07.891]',-0.085
'[09:20:07.898]',-0.075
'[09:20:07.906]',-0.085
'[09:20:07.914]',-0.085
'[09:20:07.922]',-0.085
'[09:20:07.930]',-0.075
'[09:20:07.938]',-0.065
'[09:20:07.945]',-0.075
'[09:20:07.953]',-0.075
'[09:20:07.961]',-0.045
'[09:20:07.969]',0.005
'[09:20:07.977]',0.005
'[09:20:07.984]',0.005
'[09:20:07.992]',0.035
'[09:20:08.000]',0.105
'[09:20:08.008]',0.085
'[09:20:08.016]',0.035
'[09:20:08.023]',0.025
'[09:20:08.031]',-0.005
'[09:20:08.039]',-0.085
'[09:20:08.047]',-0.095
'[09:20:08.055]',-0.115
'[09:20:08.063]',-0.125
'[09:20:08.070]',-0.115
'[09:20:08.078]',-0.115
'[09:20:08.086]',-0.165
'[09:20:08.094]',-0.035
'[09:20:08.102]',0.595
'[09:20:08.109]',1.405
'[09:20:08.117]',2.225
'[09:20:08.125]',1.915
'[09:20:08.133]',0.045
'[09:20:08.141]',-0.895
'[09:20:08.148]',-0.745
'[09:20:08.156]',-0.465
'[09:20:08.164]',-0.325
'[09:20:08.172]',-0.285
'[09:20:08.180]',-0.285
'[09:20:08.188]',-0.255
'[09:20:08.195]',-0.275
'[09:20:08.203]',-0.275
'[09:20:08.211]',-0.265
'[09:20:08.219]',-0.275
'[09:20:08.227]',-0.255
'[09:20:08.234]',-0.255
'[09:20:08.242]',-0.245
'[09:20:08.250]',-0.235
'[09:20:08.258]',-0.245
'[09:20:08.266]',-0.255
'[09:20:08.273]',-0.235
'[09:20:08.281]',-0.245
'[09:20:08.289]',-0.225
'[09:20:08.297]',-0.215
'[09:20:08.305]',-0.205
'[09:20:08.313]',-0.205
'[09:20:08.320]',-0.185
'[09:20:08.328]',-0.205
'[09:20:08.336]',-0.185
'[09:20:08.344]',-0.205
'[09:20:08.352]',-0.195
'[09:20:08.359]',-0.205
'[09:20:08.367]',-0.195
'[09:20:08.375]',-0.185
'[09:20:08.383]',-0.175
'[09:20:08.391]',-0.155
'[09:20:08.398]',-0.135
'[09:20:08.406]',-0.155
'[09:20:08.414]',-0.155
'[09:20:08.422]',-0.155
'[09:20:08.430]',-0.175
'[09:20:08.438]',-0.165
'[09:20:08.445]',-0.165
'[09:20:08.453]',-0.175
'[09:20:08.461]',-0.175
'[09:20:08.469]',-0.185
'[09:20:08.477]',-0.185
'[09:20:08.484]',-0.175
'[09:20:08.492]',-0.195
'[09:20:08.500]',-0.155
'[09:20:08.508]',-0.175
'[09:20:08.516]',-0.175
'[09:20:08.523]',-0.175
'[09:20:08.531]',-0.165
'[09:20:08.539]',-0.165
'[09:20:08.547]',-0.165
'[09:20:08.555]',-0.155
'[09:20:08.563]',-0.125
'[09:20:08.570]',-0.145
'[09:20:08.578]',-0.135
'[09:20:08.586]',-0.135
'[09:20:08.594]',-0.145
'[09:20:08.602]',-0.125
'[09:20:08.609]',-0.135
'[09:20:08.617]',-0.135
'[09:20:08.625]',-0.145
'[09:20:08.633]',-0.135
'[09:20:08.641]',-0.155
'[09:20:08.648]',-0.145
'[09:20:08.656]',-0.155
'[09:20:08.664]',-0.165
'[09:20:08.672]',-0.155
'[09:20:08.680]',-0.155
'[09:20:08.688]',-0.145
'[09:20:08.695]',-0.165
'[09:20:08.703]',-0.165
'[09:20:08.711]',-0.145
'[09:20:08.719]',-0.125
'[09:20:08.727]',-0.075
'[09:20:08.734]',-0.085
'[09:20:08.742]',-0.055
'[09:20:08.750]',-0.015
'[09:20:08.758]',0.065
'[09:20:08.766]',0.035
'[09:20:08.773]',-0.015
'[09:20:08.781]',-0.045
'[09:20:08.789]',-0.065
'[09:20:08.797]',-0.165
'[09:20:08.805]',-0.155
'[09:20:08.813]',-0.175
'[09:20:08.820]',-0.215
'[09:20:08.828]',-0.195
'[09:20:08.836]',-0.155
'[09:20:08.844]',-0.245
'[09:20:08.852]',-0.035
'[09:20:08.859]',0.725
'[09:20:08.867]',1.585
'[09:20:08.875]',2.435
'[09:20:08.883]',2.015
'[09:20:08.891]',0.165
'[09:20:08.898]',-0.865
'[09:20:08.906]',-0.765
'[09:20:08.914]',-0.525
'[09:20:08.922]',-0.385
'[09:20:08.930]',-0.305
'[09:20:08.938]',-0.255
'[09:20:08.945]',-0.265
'[09:20:08.953]',-0.275
'[09:20:08.961]',-0.255
'[09:20:08.969]',-0.245
'[09:20:08.977]',-0.245
'[09:20:08.984]',-0.235
'[09:20:08.992]',-0.225
'[09:20:09.000]',-0.205
'[09:20:09.008]',-0.215
'[09:20:09.016]',-0.215
'[09:20:09.023]',-0.195
'[09:20:09.031]',-0.185
'[09:20:09.039]',-0.185
'[09:20:09.047]',-0.175
'[09:20:09.055]',-0.165
'[09:20:09.063]',-0.145
'[09:20:09.070]',-0.145
'[09:20:09.078]',-0.145
'[09:20:09.086]',-0.125
'[09:20:09.094]',-0.125
'[09:20:09.102]',-0.125
'[09:20:09.109]',-0.135
'[09:20:09.117]',-0.125
'[09:20:09.125]',-0.135
'[09:20:09.133]',-0.135
'[09:20:09.141]',-0.125
'[09:20:09.148]',-0.095
'[09:20:09.156]',-0.085
'[09:20:09.164]',-0.075
'[09:20:09.172]',-0.075
'[09:20:09.180]',-0.075
'[09:20:09.188]',-0.065
'[09:20:09.195]',-0.075
'[09:20:09.203]',-0.095
'[09:20:09.211]',-0.085
'[09:20:09.219]',-0.095
'[09:20:09.227]',-0.105
'[09:20:09.234]',-0.105
'[09:20:09.242]',-0.105
'[09:20:09.250]',-0.085
'[09:20:09.258]',-0.095
'[09:20:09.266]',-0.075
'[09:20:09.273]',-0.075
'[09:20:09.281]',-0.075
'[09:20:09.289]',-0.065
'[09:20:09.297]',-0.055
'[09:20:09.305]',-0.045
'[09:20:09.313]',-0.035
'[09:20:09.320]',-0.035
'[09:20:09.328]',-0.035
'[09:20:09.336]',-0.035
'[09:20:09.344]',-0.045
'[09:20:09.352]',-0.035
'[09:20:09.359]',-0.035
'[09:20:09.367]',-0.035
'[09:20:09.375]',-0.035
'[09:20:09.383]',-0.035
'[09:20:09.391]',-0.055
'[09:20:09.398]',-0.045
'[09:20:09.406]',-0.055
'[09:20:09.414]',-0.065
'[09:20:09.422]',-0.065
'[09:20:09.430]',-0.055
'[09:20:09.438]',-0.045
'[09:20:09.445]',-0.055
'[09:20:09.453]',-0.035
'[09:20:09.461]',0.025
'[09:20:09.469]',0.035
'[09:20:09.477]',0.045
'[09:20:09.484]',0.075
'[09:20:09.492]',0.135
'[09:20:09.500]',0.135
'[09:20:09.508]',0.065
'[09:20:09.516]',0.055
'[09:20:09.523]',0.015
'[09:20:09.531]',-0.075
'[09:20:09.539]',-0.075
'[09:20:09.547]',-0.095
'[09:20:09.555]',-0.115
'[09:20:09.563]',-0.085
'[09:20:09.570]',-0.075
'[09:20:09.578]',-0.165
'[09:20:09.586]',0.025
'[09:20:09.594]',0.665
'[09:20:09.602]',1.545
'[09:20:09.609]',2.375
'[09:20:09.617]',1.995
'[09:20:09.625]',0.065
'[09:20:09.633]',-0.865
'[09:20:09.641]',-0.695
'[09:20:09.648]',-0.385
'[09:20:09.656]',-0.285
'[09:20:09.664]',-0.215
'[09:20:09.672]',-0.215
'[09:20:09.680]',-0.195
'[09:20:09.688]',-0.195
'[09:20:09.695]',-0.205
'[09:20:09.703]',-0.195
'[09:20:09.711]',-0.185
'[09:20:09.719]',-0.175
'[09:20:09.727]',-0.175
'[09:20:09.734]',-0.175
'[09:20:09.742]',-0.165
'[09:20:09.750]',-0.145
'[09:20:09.758]',-0.165
'[09:20:09.766]',-0.155
'[09:20:09.773]',-0.145
'[09:20:09.781]',-0.145
'[09:20:09.789]',-0.125
'[09:20:09.797]',-0.115
'[09:20:09.805]',-0.105
'[09:20:09.813]',-0.085
'[09:20:09.820]',-0.085
'[09:20:09.828]',-0.085
'[09:20:09.836]',-0.075
'[09:20:09.844]',-0.095
'[09:20:09.852]',-0.075
'[09:20:09.859]',-0.065
'[09:20:09.867]',-0.095
'[09:20:09.875]',-0.045
'[09:20:09.883]',-0.035
'[09:20:09.891]',-0.015
'[09:20:09.898]',-0.025
'[09:20:09.906]',-0.035
'[09:20:09.914]',-0.035
'[09:20:09.922]',-0.035
'[09:20:09.930]',-0.055
'[09:20:09.938]',-0.035
'[09:20:09.945]',-0.055
'[09:20:09.953]',-0.055
'[09:20:09.961]',-0.065
'[09:20:09.969]',-0.075
'[09:20:09.977]',-0.065
'[09:20:09.984]',-0.065
'[09:20:09.992]',-0.075
'[09:20:10.000]',-0.055
'[09:20:10.008]',-0.055
'[09:20:10.016]',-0.045
'[09:20:10.023]',-0.045
'[09:20:10.031]',-0.035
'[09:20:10.039]',-0.045
'[09:20:10.047]',-0.025
'[09:20:10.055]',-0.015
'[09:20:10.063]',-0.005
'[09:20:10.070]',-0.005
'[09:20:10.078]',-0.015
'[09:20:10.086]',-0.005
'[09:20:10.094]',-0.025
'[09:20:10.102]',-0.025
'[09:20:10.109]',-0.025
'[09:20:10.117]',0.005
'[09:20:10.125]',0.015
'[09:20:10.133]',-0.025
'[09:20:10.141]',-0.025
'[09:20:10.148]',-0.025
'[09:20:10.156]',-0.035
'[09:20:10.164]',-0.035
'[09:20:10.172]',-0.035
'[09:20:10.180]',-0.025
'[09:20:10.188]',-0.015
'[09:20:10.195]',-0.035
'[09:20:10.203]',-0.035
'[09:20:10.211]',-0.005
'[09:20:10.219]',0.055
'[09:20:10.227]',0.045
'[09:20:10.234]',0.035
'[09:20:10.242]',0.105
'[09:20:10.250]',0.175
'[09:20:10.258]',0.195
'[09:20:10.266]',0.115
'[09:20:10.273]',0.085
'[09:20:10.281]',0.055
'[09:20:10.289]',-0.025
'[09:20:10.297]',-0.035
'[09:20:10.305]',-0.055
'[09:20:10.313]',-0.065
'[09:20:10.320]',-0.075
'[09:20:10.328]',-0.105
'[09:20:10.336]',-0.115
'[09:20:10.344]',0.075
'[09:20:10.352]',0.805
'[09:20:10.359]',1.635
'[09:20:10.367]',2.455
'[09:20:10.375]',2.065
'[09:20:10.383]',0.225
'[09:20:10.391]',-0.805
'[09:20:10.398]',-0.695
'[09:20:10.406]',-0.395
'[09:20:10.414]',-0.245
'[09:20:10.422]',-0.195
'[09:20:10.430]',-0.205
'[09:20:10.438]',-0.185
'[09:20:10.445]',-0.195
'[09:20:10.453]',-0.185
'[09:20:10.461]',-0.165
'[09:20:10.469]',-0.165
'[09:20:10.477]',-0.175
'[09:20:10.484]',-0.175
'[09:20:10.492]',-0.155
'[09:20:10.500]',-0.145
'[09:20:10.508]',-0.155
'[09:20:10.516]',-0.145
'[09:20:10.523]',-0.115
'[09:20:10.531]',-0.135
'[09:20:10.539]',-0.115
'[09:20:10.547]',-0.115
'[09:20:10.555]',-0.105
'[09:20:10.563]',-0.085
'[09:20:10.570]',-0.085
'[09:20:10.578]',-0.075
'[09:20:10.586]',-0.075
'[09:20:10.594]',-0.085
'[09:20:10.602]',-0.085
'[09:20:10.609]',-0.075
'[09:20:10.617]',-0.045
'[09:20:10.625]',-0.045
'[09:20:10.633]',-0.025
'[09:20:10.641]',-0.015
'[09:20:10.648]',0.005
'[09:20:10.656]',-0.015
'[09:20:10.664]',-0.035
'[09:20:10.672]',-0.025
'[09:20:10.680]',-0.015
'[09:20:10.688]',-0.035
'[09:20:10.695]',-0.055
'[09:20:10.703]',-0.025
'[09:20:10.711]',-0.025
'[09:20:10.719]',-0.055
'[09:20:10.727]',-0.045
'[09:20:10.734]',-0.035
'[09:20:10.742]',-0.045
'[09:20:10.750]',-0.035
'[09:20:10.758]',-0.035
'[09:20:10.766]',-0.045
'[09:20:10.773]',-0.035
'[09:20:10.781]',-0.025
'[09:20:10.789]',-0.005
'[09:20:10.797]',0.005
'[09:20:10.805]',-0.005
'[09:20:10.813]',0.025
'[09:20:10.820]',0.005
'[09:20:10.828]',0.005
'[09:20:10.836]',0.005
'[09:20:10.844]',0.025
'[09:20:10.852]',0.025
'[09:20:10.859]',-0.005
'[09:20:10.867]',0.005
'[09:20:10.875]',0.025
'[09:20:10.883]',0.025
'[09:20:10.891]',-0.005
'[09:20:10.898]',0.005
'[09:20:10.906]',-0.005
'[09:20:10.914]',-0.015
'[09:20:10.922]',-0.015
'[09:20:10.930]',-0.035
'[09:20:10.938]',0.015
'[09:20:10.945]',-0.005
'[09:20:10.953]',-0.005
'[09:20:10.961]',-0.005
'[09:20:10.969]',-0.005
'[09:20:10.977]',0.015
'[09:20:10.984]',0.005
'[09:20:10.992]',0.025
'[09:20:11.000]',0.095
'[09:20:11.008]',0.085
'[09:20:11.016]',0.085
'[09:20:11.023]',0.115
'[09:20:11.031]',0.145
'[09:20:11.039]',0.155
'[09:20:11.047]',0.115
'[09:20:11.055]',0.115
'[09:20:11.063]',0.085
'[09:20:11.070]',0.015
'[09:20:11.078]',-0.025
'[09:20:11.086]',-0.025
'[09:20:11.094]',-0.055
'[09:20:11.102]',-0.055
'[09:20:11.109]',-0.025
'[09:20:11.117]',-0.115
'[09:20:11.125]',0.045
'[09:20:11.133]',0.675
'[09:20:11.141]',1.465
'[09:20:11.148]',2.255
'[09:20:11.156]',1.795
'[09:20:11.164]',0.035
'[09:20:11.172]',-0.775
'[09:20:11.180]',-0.585
'[09:20:11.188]',-0.335
'[09:20:11.195]',-0.245
'[09:20:11.203]',-0.195
'[09:20:11.211]',-0.185
'[09:20:11.219]',-0.185
'[09:20:11.227]',-0.195
'[09:20:11.234]',-0.185
'[09:20:11.242]',-0.185
'[09:20:11.250]',-0.165
'[09:20:11.258]',-0.175
'[09:20:11.266]',-0.165
'[09:20:11.273]',-0.165
'[09:20:11.281]',-0.145
'[09:20:11.289]',-0.145
'[09:20:11.297]',-0.145
'[09:20:11.305]',-0.125
'[09:20:11.313]',-0.125
'[09:20:11.320]',-0.115
'[09:20:11.328]',-0.115
'[09:20:11.336]',-0.135
'[09:20:11.344]',-0.115
'[09:20:11.352]',-0.095
'[09:20:11.359]',-0.115
'[09:20:11.367]',-0.095
'[09:20:11.375]',-0.065
'[09:20:11.383]',-0.065
'[09:20:11.391]',-0.125
'[09:20:11.398]',-0.075
'[09:20:11.406]',-0.085
'[09:20:11.414]',-0.055
'[09:20:11.422]',-0.045
'[09:20:11.430]',-0.025
'[09:20:11.438]',-0.015
'[09:20:11.445]',-0.065
'[09:20:11.453]',-0.045
'[09:20:11.461]',-0.035
'[09:20:11.469]',-0.055
'[09:20:11.477]',-0.055
'[09:20:11.484]',-0.075
'[09:20:11.492]',-0.045
'[09:20:11.500]',-0.045
'[09:20:11.508]',-0.065
'[09:20:11.516]',-0.065
'[09:20:11.523]',-0.065
'[09:20:11.531]',-0.065
'[09:20:11.539]',-0.065
'[09:20:11.547]',-0.045
'[09:20:11.555]',-0.065
'[09:20:11.563]',-0.035
'[09:20:11.570]',-0.055
'[09:20:11.578]',-0.035
'[09:20:11.586]',-0.035
'[09:20:11.594]',-0.015
'[09:20:11.602]',-0.015
'[09:20:11.609]',-0.025
'[09:20:11.617]',-0.005
'[09:20:11.625]',-0.065
'[09:20:11.633]',-0.005
'[09:20:11.641]',-0.025
'[09:20:11.648]',-0.005
'[09:20:11.656]',-0.055
'[09:20:11.664]',-0.025
'[09:20:11.672]',-0.045
'[09:20:11.680]',-0.035
'[09:20:11.688]',-0.035
'[09:20:11.695]',-0.055
'[09:20:11.703]',-0.085
'[09:20:11.711]',-0.055
'[09:20:11.719]',-0.085
'[09:20:11.727]',-0.075
'[09:20:11.734]',-0.055
'[09:20:11.742]',-0.055
'[09:20:11.750]',-0.045
'[09:20:11.758]',-0.075
'[09:20:11.766]',-0.075
'[09:20:11.773]',-0.065
'[09:20:11.781]',-0.065
'[09:20:11.789]',-0.015
'[09:20:11.797]',0.035
'[09:20:11.805]',0.035
'[09:20:11.813]',0.045
'[09:20:11.820]',0.075
'[09:20:11.828]',0.155
'[09:20:11.836]',0.135
'[09:20:11.844]',0.065
'[09:20:11.852]',0.065
'[09:20:11.859]',0.005
'[09:20:11.867]',-0.055
'[09:20:11.875]',-0.075
'[09:20:11.883]',-0.095
'[09:20:11.891]',-0.115
'[09:20:11.898]',-0.185
'[09:20:11.906]',-0.085
'[09:20:11.914]',-0.135
'[09:20:11.922]',0.015
'[09:20:11.930]',0.765
'[09:20:11.938]',1.685
'[09:20:11.945]',2.545
'[09:20:11.953]',1.885
'[09:20:11.961]',-0.155
'[09:20:11.969]',-0.985
'[09:20:11.977]',-0.685
'[09:20:11.984]',-0.375
'[09:20:11.992]',-0.265
'[09:20:12.000]',-0.205
'[09:20:12.008]',-0.225
'[09:20:12.016]',-0.225
'[09:20:12.023]',-0.245
'[09:20:12.031]',-0.245
'[09:20:12.039]',-0.225
'[09:20:12.047]',-0.195
'[09:20:12.055]',-0.195
'[09:20:12.063]',-0.215
'[09:20:12.070]',-0.175
'[09:20:12.078]',-0.175
'[09:20:12.086]',-0.185
'[09:20:12.094]',-0.185
'[09:20:12.102]',-0.175
'[09:20:12.109]',-0.165
'[09:20:12.117]',-0.175
'[09:20:12.125]',-0.145
'[09:20:12.133]',-0.155
'[09:20:12.141]',-0.165
'[09:20:12.148]',-0.105
'[09:20:12.156]',-0.115
'[09:20:12.164]',-0.135
'[09:20:12.172]',-0.105
'[09:20:12.180]',-0.105
'[09:20:12.188]',-0.095
'[09:20:12.195]',-0.125
'[09:20:12.203]',-0.115
'[09:20:12.211]',-0.135
'[09:20:12.219]',-0.085
'[09:20:12.227]',-0.055
'[09:20:12.234]',-0.075
'[09:20:12.242]',-0.045
'[09:20:12.250]',-0.035
'[09:20:12.258]',-0.055
'[09:20:12.266]',-0.075
'[09:20:12.273]',-0.085
'[09:20:12.281]',-0.085
'[09:20:12.289]',-0.105
'[09:20:12.297]',-0.085
'[09:20:12.305]',-0.055
'[09:20:12.313]',-0.085
'[09:20:12.320]',-0.075
'[09:20:12.328]',-0.075
'[09:20:12.336]',-0.085
'[09:20:12.344]',-0.065
'[09:20:12.352]',-0.085
'[09:20:12.359]',-0.055
'[09:20:12.367]',-0.045
'[09:20:12.375]',-0.045
'[09:20:12.383]',-0.075
'[09:20:12.391]',-0.035
'[09:20:12.398]',-0.045
'[09:20:12.406]',-0.085
'[09:20:12.414]',-0.015
'[09:20:12.422]',-0.055
'[09:20:12.430]',-0.035
'[09:20:12.438]',-0.035
'[09:20:12.445]',-0.035
'[09:20:12.453]',-0.055
'[09:20:12.461]',-0.065
'[09:20:12.469]',-0.065
'[09:20:12.477]',-0.075
'[09:20:12.484]',-0.055
'[09:20:12.492]',-0.095
'[09:20:12.500]',-0.075
'[09:20:12.508]',-0.075
'[09:20:12.516]',-0.085
'[09:20:12.523]',-0.065
'[09:20:12.531]',-0.085
'[09:20:12.539]',-0.095
'[09:20:12.547]',-0.105
'[09:20:12.555]',-0.095
'[09:20:12.563]',-0.085
'[09:20:12.570]',-0.075
'[09:20:12.578]',-0.105
'[09:20:12.586]',-0.065
'[09:20:12.594]',-0.055
'[09:20:12.602]',0.035
'[09:20:12.609]',0.025
'[09:20:12.617]',0.025
'[09:20:12.625]',0.065
'[09:20:12.633]',0.095
'[09:20:12.641]',0.075
'[09:20:12.648]',0.065
'[09:20:12.656]',0.025
'[09:20:12.664]',-0.065
'[09:20:12.672]',-0.115
'[09:20:12.680]',-0.125
'[09:20:12.688]',-0.135
'[09:20:12.695]',-0.155
'[09:20:12.703]',-0.145
'[09:20:12.711]',-0.145
'[09:20:12.719]',-0.205
'[09:20:12.727]',0.265
'[09:20:12.734]',1.245
'[09:20:12.742]',2.215
'[09:20:12.750]',2.555
'[09:20:12.758]',0.875
'[09:20:12.766]',-0.815
'[09:20:12.773]',-0.885
'[09:20:12.781]',-0.555
'[09:20:12.789]',-0.355
'[09:20:12.797]',-0.265
'[09:20:12.805]',-0.255
'[09:20:12.813]',-0.245
'[09:20:12.820]',-0.245
'[09:20:12.828]',-0.235
'[09:20:12.836]',-0.225
'[09:20:12.844]',-0.235
'[09:20:12.852]',-0.225
'[09:20:12.859]',-0.215
'[09:20:12.867]',-0.225
'[09:20:12.875]',-0.205
'[09:20:12.883]',-0.215
'[09:20:12.891]',-0.195
'[09:20:12.898]',-0.185
'[09:20:12.906]',-0.175
'[09:20:12.914]',-0.165
'[09:20:12.922]',-0.155
'[09:20:12.930]',-0.165
'[09:20:12.938]',-0.145
'[09:20:12.945]',-0.135
'[09:20:12.953]',-0.145
'[09:20:12.961]',-0.135
'[09:20:12.969]',-0.175
'[09:20:12.977]',-0.135
'[09:20:12.984]',-0.145
'[09:20:12.992]',-0.145
'[09:20:13.000]',-0.145
'[09:20:13.008]',-0.115
'[09:20:13.016]',-0.145
'[09:20:13.023]',-0.095
'[09:20:13.031]',-0.105
'[09:20:13.039]',-0.085
'[09:20:13.047]',-0.105
'[09:20:13.055]',-0.085
'[09:20:13.063]',-0.085
'[09:20:13.070]',-0.095
'[09:20:13.078]',-0.105
'[09:20:13.086]',-0.115
'[09:20:13.094]',-0.125
'[09:20:13.102]',-0.105
'[09:20:13.109]',-0.135
'[09:20:13.117]',-0.095
'[09:20:13.125]',-0.115
'[09:20:13.133]',-0.115
'[09:20:13.141]',-0.085
'[09:20:13.148]',-0.075
'[09:20:13.156]',-0.115
'[09:20:13.164]',-0.075
'[09:20:13.172]',-0.075
'[09:20:13.180]',-0.085
'[09:20:13.188]',-0.065
'[09:20:13.195]',-0.065
'[09:20:13.203]',-0.075
'[09:20:13.211]',-0.075
'[09:20:13.219]',-0.085
'[09:20:13.227]',-0.065
'[09:20:13.234]',-0.095
'[09:20:13.242]',-0.105
'[09:20:13.250]',-0.055
'[09:20:13.258]',-0.085
'[09:20:13.266]',-0.075
'[09:20:13.273]',-0.105
'[09:20:13.281]',-0.115
'[09:20:13.289]',-0.115
'[09:20:13.297]',-0.105
'[09:20:13.305]',-0.105
'[09:20:13.313]',-0.105
'[09:20:13.320]',-0.115
'[09:20:13.328]',-0.125
'[09:20:13.336]',-0.125
'[09:20:13.344]',-0.125
'[09:20:13.352]',-0.135
'[09:20:13.359]',-0.135
'[09:20:13.367]',-0.125
'[09:20:13.375]',-0.125
'[09:20:13.383]',-0.125
'[09:20:13.391]',-0.045
'[09:20:13.398]',-0.025
'[09:20:13.406]',-0.015
'[09:20:13.414]',0.025
'[09:20:13.422]',0.075
'[09:20:13.430]',0.105
'[09:20:13.438]',0.045
'[09:20:13.445]',0.005
'[09:20:13.453]',-0.025
'[09:20:13.461]',-0.125
'[09:20:13.469]',-0.145
'[09:20:13.477]',-0.135
'[09:20:13.484]',-0.205
'[09:20:13.492]',-0.145
'[09:20:13.500]',-0.085
'[09:20:13.508]',-0.175
'[09:20:13.516]',-0.115
'[09:20:13.523]',0.555
'[09:20:13.531]',1.415
'[09:20:13.539]',2.335
'[09:20:13.547]',2.325
'[09:20:13.555]',0.525
'[09:20:13.563]',-0.875
'[09:20:13.570]',-0.825
'[09:20:13.578]',-0.565
'[09:20:13.586]',-0.355
'[09:20:13.594]',-0.315
'[09:20:13.602]',-0.275
'[09:20:13.609]',-0.255
'[09:20:13.617]',-0.275
'[09:20:13.625]',-0.245
'[09:20:13.633]',-0.235
'[09:20:13.641]',-0.245
'[09:20:13.648]',-0.305
'[09:20:13.656]',-0.235
'[09:20:13.664]',-0.195
'[09:20:13.672]',-0.235
'[09:20:13.680]',-0.215
'[09:20:13.688]',-0.195
'[09:20:13.695]',-0.225
'[09:20:13.703]',-0.185
'[09:20:13.711]',-0.175
'[09:20:13.719]',-0.195
'[09:20:13.727]',-0.185
'[09:20:13.734]',-0.225
'[09:20:13.742]',-0.145
'[09:20:13.750]',-0.115
